"ItemID","WorldID","LastUploadTime","AverageListingPrice","AverageListingPriceNQ","AverageListingPriceHQ","AverageSold","AverageSoldNQ","AverageSoldHQ"
2,34,1677798216668,146.59458923339844,146.59458923339844,0.0,75.4000015258789,75.4000015258789,0.0
3,34,1677798226895,32437.69140625,32437.69140625,0.0,85.44999694824219,85.44999694824219,0.0
4,34,1677798236085,177.0399932861328,177.0399932861328,0.0,85.94999694824219,85.94999694824219,0.0
5,34,1677798249750,115.20930480957031,115.20930480957031,0.0,50.45000076293945,50.45000076293945,0.0
6,34,1677798255542,86.83000183105469,86.83000183105469,0.0,57.157894134521484,57.157894134521484,0.0
7,34,1677798258448,169.67605590820312,169.67605590820312,0.0,67.5999984741211,67.5999984741211,0.0
8,34,1677799501275,94.11111450195312,94.11111450195312,0.0,94.25,94.25,0.0
9,34,1677781906986,170.53659057617188,170.53659057617188,0.0,27.200000762939453,27.200000762939453,0.0
10,34,1677800082069,264.15625,264.15625,0.0,94.94999694824219,94.94999694824219,0.0
11,34,1677781876931,127.05555725097656,127.05555725097656,0.0,16.100000381469727,16.100000381469727,0.0
12,34,1677799146975,3556.130859375,3556.130859375,0.0,28.63157844543457,28.63157844543457,0.0
13,34,1677799150178,1193.1915283203125,1193.1915283203125,0.0,64.0,64.0,0.0
14,34,1677784166109,975.3548583984375,975.3548583984375,0.0,23.63157844543457,23.63157844543457,0.0
15,34,1677799263198,208.18605041503906,208.18605041503906,0.0,7.8947367668151855,7.8947367668151855,0.0
16,34,1677799051128,112.14814758300781,112.14814758300781,0.0,65.4000015258789,65.4000015258789,0.0
17,34,1677784126658,87.85294342041016,87.85294342041016,0.0,44.20000076293945,44.20000076293945,0.0
18,34,1677784149296,220.05882263183594,220.05882263183594,0.0,52.75,52.75,0.0
19,34,1677781897145,211.75,211.75,0.0,23.299999237060547,23.299999237060547,0.0
1601,34,1677705297925,2117850.0,2117850.0,0.0,80550.3125,80550.3125,0.0
1602,34,1677280932977,1466.5555419921875,1439.857177734375,1560.0,1266.4736328125,1200.0,1452.5999755859375
1603,34,1676509929544,0.0,0.0,0.0,2531.21044921875,1119.8333740234375,3182.615478515625
1604,34,1677683850359,4465.14306640625,203.5,10147.3330078125,526890.25,2250304.5,907.75
1605,34,1677665998596,10500.0,0.0,10500.0,9156.0498046875,1731.7142333984375,13153.76953125
1606,34,1675779437090,0.0,0.0,0.0,5168.60009765625,5168.60009765625,0.0
1607,34,1676343429142,2837.0,2730.666748046875,3156.0,298.631591796875,226.46665954589844,1455.4000244140625
1609,34,1677641229874,0.0,0.0,0.0,4200.0,3915.0,4322.14306640625
1611,34,1677132479467,665.25,673.4285888671875,2294.833251953125,293.20001220703125,163.9166717529297,487.125
1613,34,1677634016458,10484.0,10484.0,0.0,797.4210815429688,797.4210815429688,0.0
1614,34,1677666022080,962.6666870117188,962.6666870117188,0.0,1041.4736328125,310.6000061035156,1853.5555419921875
1616,34,1677229736032,52499.0,52499.0,0.0,9092.158203125,9092.158203125,0.0
1621,34,1677108713578,3045.0,3045.0,0.0,10616.9501953125,10616.9501953125,0.0
1622,34,1677609426223,615.125,615.125,0.0,876.2105102539062,628.6666870117188,2247.39990234375
1625,34,1676663288006,0.0,0.0,0.0,697.0526123046875,639.0,859.5999755859375
1627,34,1677626456715,1260.25,630.3333129882812,3150.0,549.6842041015625,272.69232177734375,1737.4285888671875
1633,34,1677612373218,10499.25,10499.25,0.0,9418.25,7005.16650390625,10452.4287109375
1635,34,1675779449560,35149.0,0.0,35149.0,24667.400390625,0.0,24667.400390625
1636,34,1677722842158,2513.857177734375,2513.857177734375,0.0,2164.949951171875,2164.949951171875,0.0
1637,34,1677064655783,5010.0,5250.0,4930.0,2583.052734375,1067.0,4952.27294921875
1639,34,1677256325442,0.0,0.0,0.0,4885.85009765625,3714.533447265625,8399.7998046875
1642,34,1677779825338,0.0,0.0,0.0,12564.9501953125,0.0,12564.9501953125
1643,34,1676259663501,14700.0,0.0,14700.0,11149.947265625,5022.5,11870.8232421875
1648,34,1676744982619,0.0,0.0,0.0,25525.25,7000.0,26500.263671875
1649,34,1677779844506,23795.0,0.0,23795.0,27180.650390625,10000.0,28984.611328125
1650,34,1677545078649,22605.0,21000.0,24210.0,6542.7998046875,4845.54541015625,8617.22265625
1657,34,1677781122209,9623.3330078125,0.0,9623.3330078125,9736.75,11201.0,9659.6845703125
1659,34,1677770389431,15548.7001953125,10512.4287109375,27300.0,25845.5,1000.0,28606.111328125
1662,34,1675230916240,0.0,0.0,0.0,9365.052734375,9365.052734375,0.0
1663,34,1677721372638,25141.888671875,25050.28515625,25462.5,28835.150390625,20000.0,29300.158203125
1666,34,1677165602812,19557.375,6273.5,32841.25,3532.14990234375,2358.636474609375,4966.4443359375
1670,34,1677783681960,75756.8984375,99487.0,73120.21875,30194.369140625,35000.0,29927.388671875
1673,34,1677650675172,20737.5,36750.0,4725.0,2546.949951171875,3000.0,2433.6875
1680,34,1677334083162,1050.0,1050.0,0.0,1987.050048828125,1987.050048828125,0.0
1681,34,1677688375146,6650.5556640625,6650.5556640625,0.0,3378.949951171875,3504.21044921875,999.0
1682,34,1677013005251,1050.0,0.0,1050.0,155.6842041015625,75.0,184.5
1683,34,1677674362599,27439.666015625,1784.5,78750.0,1386.6842041015625,783.25,2507.416748046875
1684,34,1676756002473,0.0,0.0,0.0,3931.75,1713.1817626953125,6643.33349609375
1685,34,1677722053672,1312.5,1365.0,1260.0,281.52630615234375,135.73333740234375,1374.5
1686,34,1676573624215,0.0,0.0,0.0,906.1052856445312,294.3999938964844,1124.5714111328125
1688,34,1677126842679,585.5,585.5,0.0,258.6842041015625,207.1875,1650.25
1694,34,1676741456205,5278.0,0.0,5278.0,3516.421142578125,718.7999877929688,10900.888671875
1697,34,1677182905719,1919.625,1919.625,0.0,1229.199951171875,215.35714721679688,3594.833251953125
1699,34,1676492966998,6110.5712890625,6110.5712890625,0.0,375.6842041015625,422.6000061035156,1159.800048828125
1701,34,1676927088154,2205.0,2205.0,0.0,990.2000122070312,990.2000122070312,0.0
1706,34,1676528884055,0.0,0.0,0.0,2605.35009765625,712.2000122070312,3236.39990234375
1708,34,1676757907528,0.0,0.0,0.0,8302.5,7018.875,9158.25
1711,34,1677627669804,20995.5,0.0,20995.5,17480.19921875,3881.666748046875,19997.4375
1716,34,1676541851896,7754.0,0.0,7754.0,3559.949951171875,2393.2666015625,7060.0
1723,34,1677770354960,7822.7998046875,88.0,19425.0,15426.150390625,2722.0,18766.5625
1728,34,1676795902777,0.0,0.0,0.0,2762.35009765625,2097.375,3205.666748046875
1731,34,1675393627289,0.0,0.0,0.0,1036.0,1036.0,0.0
1732,34,1674834218539,10500.0,0.0,10500.0,16058.7001953125,15266.6669921875,16198.470703125
1733,34,1676759341101,0.0,0.0,0.0,9560.25,4539.5,12907.4169921875
1736,34,1677199306889,6663.5,10605.5,4692.5,1134.9000244140625,920.375,1277.9166259765625
1740,34,1677638194497,31142.0,0.0,31142.0,17986.19921875,8999.5,18984.72265625
1743,34,1677642238520,17838.28515625,0.0,17838.28515625,1095.3157958984375,951.2857055664062,1455.15380859375
1749,34,1677260853979,2778.636474609375,2778.636474609375,0.0,3985.050048828125,3985.050048828125,0.0
1750,34,1676763523369,0.0,0.0,0.0,512.1052856445312,643.8333129882812,813.0
1751,34,1677666007198,762.75,842.0,525.0,320.7894592285156,253.625,369.6363525390625
1752,34,1676850089654,0.0,0.0,0.0,481.6499938964844,42.11111068725586,841.272705078125
1753,34,1677666615121,23625.0,0.0,23625.0,4886.5498046875,516.0,5979.1875
1754,34,1677209597783,426.0,426.0,0.0,83.68421173095703,37.625,117.18181610107422
1756,34,1676741050595,5267.0,0.0,5267.0,870.2105102539062,553.625,1425.4166259765625
1758,34,1677595893916,922.5714111328125,843.0,1400.0,567.1052856445312,218.3333282470703,1875.0
1764,34,1676741448400,1050.0,1050.0,0.0,912.3499755859375,79.9000015258789,1749.77783203125
1766,34,1676578061724,915.9285888671875,915.9285888671875,0.0,536.9000244140625,24.66666603088379,1430.5714111328125
1769,34,1677595883518,896.4615478515625,896.4615478515625,0.0,477.0,352.9230651855469,1210.7142333984375
1771,34,1676387114046,5239.60009765625,5239.60009765625,0.0,3693.21044921875,3693.21044921875,0.0
1776,34,1676489513713,16012.5,16012.5,0.0,7825.7001953125,6839.46142578125,9657.2861328125
1778,34,1677666176063,5815.3076171875,5249.91650390625,18375.0,14142.75,2893.199951171875,18534.927734375
